PARTY_ADDRESS_ID,PARTY_ID,ADDRESS_TYPE,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_LINE_3,CITY,STATE_PROVINCE,POSTAL_CODE,COUNTRY,GEOGRAPHY_ID,PRIMARY_ADDRESS_FLAG,LATITUDE,LONGITUDE,VALID_FROM_TIMESTAMP,VALID_TO_TIMESTAMP,IS_CURRENT_FLAG,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
79,79,PRIMARY,2977 Industrial Blvd,Suite 305,,Zurich,ZH,27322,CH,14,True,47.3769,8.5417,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
80,80,PRIMARY,1333 Industrial Blvd,Suite 244,,Sao Paulo,SP,39571,BR,7,True,-23.5505,-46.6333,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
81,81,PRIMARY,4395 Industrial Blvd,Suite 698,,Bangalore,KA,59941,IN,18,True,12.9716,77.5946,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
82,82,PRIMARY,5051 Industrial Blvd,Suite 764,,Monterrey,NL,63516,MX,6,True,25.6866,-100.3161,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
83,83,PRIMARY,6467 Industrial Blvd,Suite 564,,Taipei,TPE,58629,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
84,84,PRIMARY,6170 Industrial Blvd,Suite 322,,Barcelona,CT,68115,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
85,85,PRIMARY,2101 Industrial Blvd,Suite 968,,Barcelona,CT,69600,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
86,86,PRIMARY,9180 Industrial Blvd,Suite 312,,Paris,IDF,86858,FR,10,True,48.8566,2.3522,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
87,87,PRIMARY,1901 Industrial Blvd,Suite 776,,Barcelona,CT,13379,ES,12,True,41.3851,2.1734,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
88,88,PRIMARY,8719 Industrial Blvd,Suite 216,,Frankfurt,HE,18330,DE,8,True,50.1109,8.6821,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
89,89,PRIMARY,7604 Industrial Blvd,Suite 758,,Singapore,SG,14082,SG,20,True,1.3521,103.8198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
90,90,PRIMARY,1176 Industrial Blvd,Suite 229,,Zurich,ZH,46046,CH,14,True,47.3769,8.5417,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
91,91,PRIMARY,7498 Industrial Blvd,Suite 333,,Lyon,ARA,64239,FR,10,True,45.764,4.8357,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
92,92,PRIMARY,7870 Industrial Blvd,Suite 168,,Shanghai,SH,21957,CN,15,True,31.2304,121.4737,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
93,93,PRIMARY,2102 Industrial Blvd,Suite 520,,Taipei,TPE,56346,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
94,94,PRIMARY,8000 Industrial Blvd,Suite 329,,Paris,IDF,24184,FR,10,True,48.8566,2.3522,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
95,95,PRIMARY,4481 Industrial Blvd,Suite 129,,Taipei,TPE,33647,TW,21,True,25.033,121.5654,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
96,96,PRIMARY,602 Industrial Blvd,Suite 193,,Mexico City,CDMX,79531,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
97,97,PRIMARY,2649 Industrial Blvd,Suite 261,,Mexico City,CDMX,90981,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
98,98,PRIMARY,3631 Industrial Blvd,Suite 873,,Seoul,SO,77154,KR,17,True,37.5665,126.978,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
99,99,PRIMARY,3712 Industrial Blvd,Suite 504,,Amsterdam,NH,88554,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
100,100,PRIMARY,226 Industrial Blvd,Suite 609,,Zurich,ZH,66446,CH,14,True,47.3769,8.5417,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
101,101,PRIMARY,7632 Industrial Blvd,Suite 179,,Seoul,SO,51033,KR,17,True,37.5665,126.978,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
102,102,PRIMARY,6028 Industrial Blvd,Suite 190,,Manchester,ENG,67240,GB,9,True,53.4808,-2.2426,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
103,103,PRIMARY,2854 Industrial Blvd,Suite 178,,Milan,LO,76910,IT,11,True,45.4642,9.19,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
104,104,PRIMARY,3332 Industrial Blvd,Suite 277,,Frankfurt,HE,88957,DE,8,True,50.1109,8.6821,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
105,105,PRIMARY,2573 Industrial Blvd,Suite 550,,Zurich,ZH,18950,CH,14,True,47.3769,8.5417,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
106,106,PRIMARY,716 Industrial Blvd,Suite 158,,Bangalore,KA,58331,IN,18,True,12.9716,77.5946,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
107,107,PRIMARY,5367 Industrial Blvd,Suite 719,,Mumbai,MH,72341,IN,18,True,19.076,72.8777,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
108,108,PRIMARY,7272 Industrial Blvd,Suite 549,,Toronto,ON,78690,CA,5,True,43.6532,-79.3832,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
109,109,PRIMARY,5501 Industrial Blvd,Suite 196,,Zurich,ZH,83133,CH,14,True,47.3769,8.5417,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
110,110,PRIMARY,6521 Industrial Blvd,Suite 232,,Shenzhen,GD,87993,CN,15,True,22.5431,114.0579,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
111,111,PRIMARY,398 Industrial Blvd,Suite 471,,Singapore,SG,50483,SG,20,True,1.3521,103.8198,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
112,112,PRIMARY,8417 Industrial Blvd,Suite 889,,Amsterdam,NH,80748,NL,13,True,52.3676,4.9041,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
113,113,PRIMARY,6831 Industrial Blvd,Suite 473,,Mumbai,MH,98652,IN,18,True,19.076,72.8777,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
114,114,PRIMARY,9445 Industrial Blvd,Suite 551,,Lyon,ARA,70513,FR,10,True,45.764,4.8357,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
115,115,PRIMARY,9185 Industrial Blvd,Suite 205,,Sydney,NSW,77621,AU,19,True,-33.8688,151.2093,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
116,116,PRIMARY,7491 Industrial Blvd,Suite 457,,Mexico City,CDMX,13495,MX,6,True,19.4326,-99.1332,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
117,117,PRIMARY,1723 Industrial Blvd,Suite 959,,Chicago,IL,95191,US,4,True,41.8781,-87.6298,2020-01-01 00:00:00,,True,SYSTEM,2020-01-01 00:00:00,SYSTEM,2020-01-01 00:00:00
